sourceId,districtGu,name,lat,lng,widthMeter,areaSquareMeter,ufid,nearestRoadDistanceM,nearestRoadSourceId,nearestRoadName,nearestRoadWidthMeter,nearestRoadPavement,nearestCrosswalkDistanceM,nearestCrosswalkSourceId,nearestCrosswalkLabel,nearCrosswalk30m,nearestFacilityDistanceM,nearestFacilitySourceId,nearestFacilityName,nearestFacilityCategory,nearFacility50m,duplicateClusterId,duplicateClusterSize,priority,priorityScore,reviewStatus,reviewReason,workset,decision,decisionConfidence,decisionReasonCode,kakaoMapUrl,kakaoRoadviewUrl,firstPassDecision,firstPassConfidence,firstPassReasonCode
stairs:13,강서구,사덕배수펌푸장,35.2100914,128.9841739,0.00,52.30,100035816020C03910100000000009403,0.0,busan-road-polygon:3297,,12.3,RDQ006,16.0,crosswalk:3190,대동사거리,true,153.4,barrier_free_facility:9318,파스쿠찌,음식·카페,false,STC-0011,1,P1,85,CANDIDATE,"도로 polygon과 겹침, 횡단보도 30m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2100914,128.9841739","https://map.kakao.com/link/roadview/35.2100914,128.9841739",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:138,강서구,서부산유통지구역,35.1666044,128.9549687,0.00,172.31,100035816039C03910100000000010726,0.0,busan-road-polygon:13999,,38.0,RDQ006,60.8,crosswalk:2803,서부산유통단지 1지점,false,43.8,barrier_free_facility:9365,한국미쓰도요(주),음식·카페,true,STC-0131,1,P1,80,CANDIDATE,"도로 polygon과 겹침, 편의시설 50m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1666044,128.9549687","https://map.kakao.com/link/roadview/35.1666044,128.9549687",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:139,강서구,서부산유통지구역,35.1664722,128.9546580,0.00,175.12,100035816039C03910100000000010727,0.0,busan-road-polygon:13999,,38.0,RDQ006,62.5,crosswalk:2803,서부산유통단지 1지점,false,47.5,barrier_free_facility:9361,KEM,의료·보건,true,STC-0132,1,P1,80,CANDIDATE,"도로 polygon과 겹침, 편의시설 50m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1664722,128.9546580","https://map.kakao.com/link/roadview/35.1664722,128.9546580",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:195,강서구,계단,35.1489953,128.8303913,0.00,19.50,100035816044C03910100000000038159,0.0,busan-road-polygon:35898,,26.0,RDQ006,10.7,crosswalk:3000,지사4지점,true,226.4,barrier_free_facility:9729,가호프라자빌딩,의료·보건,false,STC-0183,1,P1,80,CANDIDATE,"도로 polygon과 겹침, 횡단보도 30m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1489953,128.8303913","https://map.kakao.com/link/roadview/35.1489953,128.8303913",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:196,강서구,계단,35.1490386,128.8330573,0.00,7.62,100035816044C03910100000000038160,0.0,busan-road-polygon:35758,,35.0,RDQ006,12.7,crosswalk:3011,지사5지점,true,85.0,barrier_free_facility:9729,가호프라자빌딩,의료·보건,false,STC-0184,1,P1,80,CANDIDATE,"도로 polygon과 겹침, 횡단보도 30m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1490386,128.8330573","https://map.kakao.com/link/roadview/35.1490386,128.8330573",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:53,강서구,계단,35.2189442,128.9350860,0.00,2.33,100035816018C03910100000000009525,0.0,busan-road-polygon:41458,거제-포항선,34.8,RDQ006,14.8,crosswalk:3248,대사초등학교,true,81.3,public_toilet:1648,서강주유소,화장실,false,STC-0050,1,P1,80,CANDIDATE,"도로 polygon과 겹침, 횡단보도 30m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2189442,128.9350860","https://map.kakao.com/link/roadview/35.2189442,128.9350860",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:179,강서구,계단,35.0102311,128.8253767,0.00,2.00,100035816094C03910100000000037049,0.0,busan-road-polygon:25256,,8.0,RDQ006,2796.9,crosswalk:2800,(천성~눌차간)서중2교차로,false,18.4,public_toilet:1651,대항마을어촌관광단지,화장실,true,STC-0169,5,P1,75,CANDIDATE,"도로 polygon과 겹침, 편의시설 50m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0102311,128.8253767","https://map.kakao.com/link/roadview/35.0102311,128.8253767",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:210,강서구,계단,35.0570802,128.8321998,0.00,2.31,100035816074C03910100000000038325,0.0,busan-road-polygon:25557,,17.0,RDQ006,3232.6,crosswalk:2799,녹산공단32지점(33지점직결),false,19.9,public_toilet:1621,가덕도동노인복지관 화장실,화장실,true,STC-0197,1,P1,75,CANDIDATE,"도로 polygon과 겹침, 편의시설 50m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0570802,128.8321998","https://map.kakao.com/link/roadview/35.0570802,128.8321998",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:30,강서구,계단,35.2131886,128.9610677,0.00,72.88,100035816019C03910100000000009500,2.7,busan-road-polygon:41307,거제-포항선,35.0,RDQ006,240.7,crosswalk:3062,부산우편집중국주변,false,18.7,charging_station:5,대저역,전동보장구 충전소,true,STC-0027,1,P1,70,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2131886,128.9610677","https://map.kakao.com/link/roadview/35.2131886,128.9610677",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:344,강서구,계단,35.0841865,128.8972188,0.00,47.86,100035816066C03910100000000040901,3.3,busan-road-polygon:30630,,23.0,RDQ006,18.8,crosswalk:2749,명지주거단지 14지점,true,263.2,barrier_free_facility:9451,명지2동 행정복지센터,행정·공공기관,false,STC-0323,1,P1,70,CANDIDATE,"도로 polygon 5m 이내, 횡단보도 30m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0841865,128.8972188","https://map.kakao.com/link/roadview/35.0841865,128.8972188",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:140,강서구,계단,35.1574422,128.9482297,0.00,97.04,100035816038C03910100000000010728,0.0,busan-road-polygon:41534,남해고속국도제2지선,13.5,RDQ006,570.2,crosswalk:2826,서부산유통단지 8지점,false,51.6,public_toilet:1657,서부산(순천)휴게소,화장실,false,STC-0133,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1574422,128.9482297","https://map.kakao.com/link/roadview/35.1574422,128.9482297",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:146,강서구,계단,35.1530298,128.8190541,0.00,159.77,100035816033C03910100000000010893,0.0,busan-road-polygon:22922,,16.0,RDQ006,362.0,crosswalk:2883,지사2지점,false,1106.2,public_toilet:1591,지사민원센터,화장실,false,STC-0139,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1530298,128.8190541","https://map.kakao.com/link/roadview/35.1530298,128.8190541",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:185,강서구,계단,35.0142158,128.8276871,0.00,69.76,100035816094C03910100000000037055,0.0,busan-road-polygon:25204,,4.0,RDQ006,2524.2,crosswalk:2800,(천성~눌차간)서중2교차로,false,90.3,public_toilet:1662,대항항관광체험장,화장실,false,STC-0173,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0142158,128.8276871","https://map.kakao.com/link/roadview/35.0142158,128.8276871",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:191,강서구,계단,35.1517770,128.8324880,0.00,362.78,100035816034C03910100000000038155,0.0,busan-road-polygon:35765,,4.0,RDQ006,185.7,crosswalk:2890,지사8지점,false,72.3,public_toilet:1515,지사파출소,화장실,false,STC-0179,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1517770,128.8324880","https://map.kakao.com/link/roadview/35.1517770,128.8324880",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:194,강서구,계단,35.1449672,128.8309733,0.00,130.98,100035816044C03910100000000038158,0.0,busan-road-polygon:35927,,3.0,RDQ006,119.7,crosswalk:2879,지사9지점,false,553.1,barrier_free_facility:9729,가호프라자빌딩,의료·보건,false,STC-0182,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1449672,128.8309733","https://map.kakao.com/link/roadview/35.1449672,128.8309733",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:359,강서구,계단,35.0630689,128.8523365,0.00,79.90,100035816075C03910100000000040916,0.0,busan-road-polygon:27581,,3.0,RDQ005,2366.5,crosswalk:3068,녹산공단35지점(삼보정밀화학공업),false,456.8,public_toilet:1557,내눌삼거리방조제앞,화장실,false,STC-0338,1,P1,65,CANDIDATE,"도로 polygon과 겹침, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0630689,128.8523365","https://map.kakao.com/link/roadview/35.0630689,128.8523365",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:101,강서구,계단,35.2209663,128.9329973,0.00,4.17,100035816018C03910100000000009597,0.8,busan-road-polygon:7982,,7.0,RDQ006,157.2,crosswalk:3251,강동우체국,false,27.2,barrier_free_facility:9392,대사1구 행복센터,복지·돌봄,true,STC-0097,3,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2209663,128.9329973","https://map.kakao.com/link/roadview/35.2209663,128.9329973",LIKELY_ADOPT,MEDIUM_HIGH,p1_generic_road_with_facility_context
stairs:180,강서구,계단,35.0101611,128.8253353,0.00,1.63,100035816094C03910100000000037050,1.8,busan-road-polygon:25256,,8.0,RDQ006,2802.2,crosswalk:2800,(천성~눌차간)서중2교차로,false,16.5,public_toilet:1651,대항마을어촌관광단지,화장실,true,STC-0169,5,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0101611,128.8253353","https://map.kakao.com/link/roadview/35.0101611,128.8253353",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:187,강서구,계단,35.0223179,128.8218521,0.00,7.20,100035816093C03910100000000037057,1.9,busan-road-polygon:25016,,8.0,RDQ006,1485.1,crosswalk:2800,(천성~눌차간)서중2교차로,false,24.6,public_toilet:1473,지양곡연대봉등산로,화장실,true,STC-0175,1,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0223179,128.8218521","https://map.kakao.com/link/roadview/35.0223179,128.8218521",LIKELY_ADOPT,MEDIUM_HIGH,p1_generic_road_with_facility_context
stairs:34,강서구,계단,35.2123500,128.9695059,0.00,29.26,100035816019C03910100000000009504,3.3,busan-road-polygon:41293,거제-포항선,35.0,RDQ006,286.3,crosswalk:3208,진흥주유소,false,17.9,charging_station:6,체육공원역,전동보장구 충전소,true,STC-0031,1,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2123500,128.9695059","https://map.kakao.com/link/roadview/35.2123500,128.9695059",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:8,강서구,계단,35.2091687,128.9826764,0.00,8.23,100035816020C03910100000000009398,3.4,busan-road-polygon:4222,,35.0,RDQ006,176.8,crosswalk:3190,대동사거리,false,27.1,barrier_free_facility:9318,파스쿠찌,음식·카페,true,STC-0007,1,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2091687,128.9826764","https://map.kakao.com/link/roadview/35.2091687,128.9826764",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:102,강서구,계단,35.2205182,128.9330677,0.00,3.04,100035816018C03910100000000009598,5.0,busan-road-polygon:8781,,2.8,RDQ006,107.8,crosswalk:3251,강동우체국,false,49.4,barrier_free_facility:9392,대사1구 행복센터,복지·돌봄,true,STC-0098,2,P1,65,CANDIDATE,"도로 polygon 5m 이내, 편의시설 50m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2205182,128.9330677","https://map.kakao.com/link/roadview/35.2205182,128.9330677",LIKELY_ADOPT,MEDIUM_HIGH,p1_generic_road_with_facility_context
stairs:109,강서구,계단,35.2206067,128.9323339,0.00,4.26,100035816018C03910100000000009606,0.0,busan-road-polygon:7984,,9.6,RDQ006,130.8,crosswalk:3251,강동우체국,false,94.1,barrier_free_facility:9392,대사1구 행복센터,복지·돌봄,false,STC-0103,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2206067,128.9323339","https://map.kakao.com/link/roadview/35.2206067,128.9323339",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:115,강서구,계단,35.1947857,128.9151370,0.00,14.11,100035816027C03910100000000009655,0.0,busan-road-polygon:16004,,3.0,RDQ006,362.4,crosswalk:2830,덕포정미소,false,327.8,barrier_free_facility:9401,오케이물류,음식·카페,false,STC-0108,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1947857,128.9151370","https://map.kakao.com/link/roadview/35.1947857,128.9151370",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:150,강서구,계단,35.1534665,128.8172926,0.00,22.12,100035816033C03910100000000011022,0.0,busan-road-polygon:22916,,16.0,RDQ006,454.7,crosswalk:2883,지사2지점,false,1271.8,public_toilet:1591,지사민원센터,화장실,false,STC-0143,2,P1,60,CANDIDATE,"도로 polygon과 겹침, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1534665,128.8172926","https://map.kakao.com/link/roadview/35.1534665,128.8172926",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:151,강서구,계단,35.1534145,128.8171822,0.00,25.64,100035816033C03910100000000011023,0.0,busan-road-polygon:22900,,16.0,RDQ006,454.1,crosswalk:2883,지사2지점,false,1280.9,public_toilet:1591,지사민원센터,화장실,false,STC-0143,2,P1,60,CANDIDATE,"도로 polygon과 겹침, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1534145,128.8171822","https://map.kakao.com/link/roadview/35.1534145,128.8171822",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:153,강서구,계단,35.1526370,128.8144425,0.00,24.62,100035816033C03910100000000011025,0.0,busan-road-polygon:22962,,5.0,RDQ006,469.2,crosswalk:3005,지사1지점,false,1500.4,barrier_free_facility:9737,일반음식점,음식·카페,false,STC-0145,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1526370,128.8144425","https://map.kakao.com/link/roadview/35.1526370,128.8144425",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:159,강서구,계단,35.0278546,128.8156646,0.00,6.23,100035816083C03910100000000037026,0.0,busan-road-polygon:91,,14.0,RDQ006,656.2,crosswalk:2800,(천성~눌차간)서중2교차로,false,51.6,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0151,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0278546,128.8156646","https://map.kakao.com/link/roadview/35.0278546,128.8156646",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:161,강서구,계단,35.0264933,128.8154424,0.00,7.29,100035816083C03910100000000037028,0.0,busan-road-polygon:88,,14.0,RDQ006,778.3,crosswalk:2800,(천성~눌차간)서중2교차로,false,200.5,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0153,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0264933,128.8154424","https://map.kakao.com/link/roadview/35.0264933,128.8154424",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:17,강서구,계단,35.2212955,128.9610388,0.00,4.96,100035816019C03910100000000009475,0.0,busan-road-polygon:6135,,5.7,RDQ006,691.4,crosswalk:3062,부산우편집중국주변,false,396.2,barrier_free_facility:9237,부산지방기상청,행정·공공기관,false,STC-0015,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2212955,128.9610388","https://map.kakao.com/link/roadview/35.2212955,128.9610388",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:219,강서구,계단,35.1489729,128.8389108,0.00,4.39,100035816044C03910100000000040709,0.0,busan-road-polygon:36219,,35.0,RDQ006,240.3,crosswalk:2998,지사6지점,false,157.0,public_toilet:1499,소모 과학셀프주유소,화장실,false,STC-0205,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1489729,128.8389108","https://map.kakao.com/link/roadview/35.1489729,128.8389108",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:237,강서구,계단,35.1160981,128.9198874,0.00,16.33,100035816057C03910100000000040732,0.0,busan-road-polygon:33210,,6.5,RDQ006,143.7,crosswalk:3256,청량사입구,false,173.7,barrier_free_facility:9433,그날이후불타는삼겹살,음식·카페,false,STC-0222,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1160981,128.9198874","https://map.kakao.com/link/roadview/35.1160981,128.9198874",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:294,강서구,계단,35.1385054,128.8538357,0.00,13.07,100035816045C03910100000000040801,0.0,busan-road-polygon:36792,,35.0,RDQ006,458.7,crosswalk:2901,미음지구1공구-7지점,false,482.9,barrier_free_facility:9698,키피공작(구랑점),음식·카페,false,STC-0275,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1385054,128.8538357","https://map.kakao.com/link/roadview/35.1385054,128.8538357",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:297,강서구,계단,35.1166488,128.8425339,0.00,9.24,100035816054C03910100000000040804,0.0,busan-road-polygon:29116,,3.0,RDQ006,1159.8,crosswalk:2903,미음지구1공구-1지점,false,1083.5,public_toilet:1640,CJ대한통운(주) 성민주유소,화장실,false,STC-0278,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1166488,128.8425339","https://map.kakao.com/link/roadview/35.1166488,128.8425339",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:48,강서구,계단,35.2214304,128.9347051,0.00,2.06,100035816018C03910100000000009519,0.0,busan-road-polygon:41382,남해고속국도,31.6,RDQ006,261.6,crosswalk:3251,강동우체국,false,140.3,barrier_free_facility:9392,대사1구 행복센터,복지·돌봄,false,STC-0045,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2214304,128.9347051","https://map.kakao.com/link/roadview/35.2214304,128.9347051",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:60,강서구,계단,35.2196873,128.9366354,0.00,1.80,100035816018C03910100000000009532,0.0,busan-road-polygon:8324,,5.0,RDQ006,173.5,crosswalk:3248,대사초등학교,false,103.5,public_toilet:1526,만은에너지(주)대사리주유소,화장실,false,STC-0057,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2196873,128.9366354","https://map.kakao.com/link/roadview/35.2196873,128.9366354",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:71,강서구,계단,35.2165689,128.9436395,0.00,7.54,100035816018C03910100000000009544,0.0,busan-road-polygon:8177,,2.5,RDQ006,91.3,crosswalk:3246,용화사,false,134.4,public_toilet:1665,우리2주유소,화장실,false,STC-0068,1,P1,60,CANDIDATE,도로 polygon과 겹침,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2165689,128.9436395","https://map.kakao.com/link/roadview/35.2165689,128.9436395",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:31,강서구,대저역,35.2128618,128.9608045,0.00,133.53,100035816019C03910100000000009501,1.2,busan-road-polygon:41307,거제-포항선,35.0,RDQ006,265.2,crosswalk:3062,부산우편집중국주변,false,59.4,charging_station:5,대저역,전동보장구 충전소,false,STC-0028,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2128618,128.9608045","https://map.kakao.com/link/roadview/35.2128618,128.9608045",LIKELY_ADOPT,HIGH,p1_road_with_crosswalk_or_public_context
stairs:239,강서구,계단,35.1377448,128.9191022,0.00,94.87,100035816047C03910100000000040734,4.3,busan-road-polygon:1790,,15.0,RDQ006,1584.2,crosswalk:2993,삼광초교,false,2325.2,barrier_free_facility:9433,그날이후불타는삼겹살,음식·카페,false,STC-0224,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1377448,128.9191022","https://map.kakao.com/link/roadview/35.1377448,128.9191022",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:128,강서구,계단,35.1851486,128.9598784,0.00,97.55,100035816029C03910100000000009845,4.6,busan-road-polygon:9747,,50.0,RDQ006,533.3,crosswalk:3071,AVIS렌트카,false,406.0,public_toilet:1470,제방변(등구마을),화장실,false,STC-0121,1,P1,55,CANDIDATE,"도로 polygon 5m 이내, 폭/면적 기준 큼",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.1851486,128.9598784","https://map.kakao.com/link/roadview/35.1851486,128.9598784",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:160,강서구,계단,35.0271577,128.8155646,0.00,6.83,100035816083C03910100000000037027,0.2,busan-road-polygon:87,,14.0,RDQ006,717.9,crosswalk:2800,(천성~눌차간)서중2교차로,false,126.8,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0152,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0271577,128.8155646","https://map.kakao.com/link/roadview/35.0271577,128.8155646",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:162,강서구,계단,35.0258177,128.8151808,0.00,2.92,100035816083C03910100000000037029,0.3,busan-road-polygon:93,,14.0,RDQ006,837.3,crosswalk:2800,(천성~눌차간)서중2교차로,false,276.9,public_toilet:1590,천성선착장(임시2),화장실,false,STC-0154,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.0258177,128.8151808","https://map.kakao.com/link/roadview/35.0258177,128.8151808",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:46,강서구,계단,35.2200771,128.9346961,0.00,5.63,100035816018C03910100000000009517,0.3,busan-road-polygon:8613,,2.8,RDQ006,143.9,crosswalk:3248,대사초등학교,false,123.6,public_toilet:1648,서강주유소,화장실,false,STC-0043,1,P1,50,CANDIDATE,도로 polygon 5m 이내,KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2200771,128.9346961","https://map.kakao.com/link/roadview/35.2200771,128.9346961",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
stairs:24,강서구,계단,35.2193197,128.9461980,0.00,2.89,100035816018C03910100000000009485,0.4,busan-road-polygon:7518,,3.5,RDQ006,439.9,crosswalk:3246,용화사,false,451.1,public_toilet:1665,우리2주유소,화장실,false,STC-0021,2,P1,50,CANDIDATE,"도로 polygon 5m 이내, 15m 이내 계단 클러스터",KEEP_REVIEW,KEEP_REVIEW,MEDIUM,p1_p2_p3_no_private_keyword,"https://map.kakao.com/link/map/35.2193197,128.9461980","https://map.kakao.com/link/roadview/35.2193197,128.9461980",LIKELY_ADOPT,MEDIUM,p1_generic_road_connected
